"site_id","Date","DateTime","Value","Unit","CharacteristicName","USGSPCode","Result_ND","ResultSampleFractionText","BaseflowConditions"
"USGS-01187800",1999-09-10,1999-09-10 07:00:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187800",1999-12-14,1999-12-14 23:00:00,0.01,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187830",2000-03-28,2000-03-28 06:45:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01193450",1987-08-27,1987-08-27 21:00:00,0.0019566,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01193450",1987-08-27,1987-08-27 21:00:00,0.002,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187850",2000-11-10,2000-11-10 14:30:00,0.0110874,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01193465",1987-08-29,1987-08-29 09:00:00,0.049,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187850",2000-11-10,2000-11-10 10:30:00,0.01,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187850",1999-12-14,1999-12-14 20:10:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",1999-10-20,1999-10-20 12:00:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",1999-08-21,1999-08-21 18:00:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",1999-08-21,1999-08-21 18:00:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01193450",1987-08-29,1987-08-29 11:00:00,0.001,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01187850",1999-05-19,1999-05-19 21:37:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01187850",1999-11-02,1999-11-02 23:30:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",1999-11-02,1999-11-02 23:30:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01193465",1987-08-27,1987-08-27 21:00:00,0.029,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187850",1999-08-14,1999-08-14 23:00:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",1999-08-14,1999-08-14 23:00:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01187850",1999-05-19,1999-05-19 21:37:00,0.01,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01187850",1999-12-14,1999-12-14 20:10:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01193465",1987-08-29,1987-08-29 09:00:00,0.048915,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01187850",2000-11-10,2000-11-10 11:30:00,0.0179355,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187850",2000-11-10,2000-11-10 11:30:00,0.02,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01187800",2000-03-28,2000-03-28 06:30:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01187800",2000-03-28,2000-03-28 06:30:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01208500",2020-05-26,2020-05-26 15:00:00,0.0094569,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01208500",2020-05-26,2020-05-26 15:00:00,0.009,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",1
"USGS-01208990",2020-05-27,2020-05-27 12:30:00,0.0078264,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208990",2020-05-27,2020-05-27 12:30:00,0.008,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01208990",2020-08-25,2020-08-25 13:00:00,0.0205443,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01189995",2020-03-19,2020-03-19 13:15:00,0.0166311,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01189995",2020-03-19,2020-03-19 13:15:00,0.017,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01201487",2020-05-28,2020-05-28 17:15:00,0.0857643,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01201487",2020-05-28,2020-05-28 17:15:00,0.086,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01176205",2020-09-11,2020-09-11 15:45:00,0.0169572,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01183610",2020-10-23,2020-10-23 15:45:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01161280",2018-08-28,2018-08-28 15:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01184000",2020-05-28,2020-05-28 12:00:00,0.0466323,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01166500",2020-10-26,2020-10-26 13:30:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01161280",2020-06-23,2020-06-23 14:15:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01119375",2020-03-10,2020-03-10 18:45:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01177000",2020-10-23,2020-10-23 13:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01118030",2020-05-06,2020-05-06 14:00:00,0.006,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01170100",2017-07-19,2017-07-19 13:10:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-07-19,2017-07-19 13:10:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01124000",2017-05-16,2017-05-16 14:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01195100",2017-10-27,2017-10-27 14:15:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 14:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01192500",2017-07-10,2017-07-10 15:00:00,0.1715286,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01188000",2017-09-21,2017-09-21 16:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01208873",2017-05-03,2017-05-03 17:00:00,0.0048915,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208873",2017-05-03,2017-05-03 17:00:00,0.005,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01144000",2005-07-26,2005-07-26 13:15:00,0.0058698,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01144000",2005-07-26,2005-07-26 13:15:00,0.006,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01184490",2017-06-08,2017-06-08 16:15:00,0.1235919,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01184490",2017-06-08,2017-06-08 16:15:00,0.123,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01196500",2017-07-06,2017-07-06 12:45:00,0.071742,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01170100",2017-03-13,2017-03-13 15:30:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"21NYDECA_WQX-16011112",2013-04-01,2013-04-01 14:00:00,0.0016305,"mgLPO4-P","Orthophosphate",NA,NA,"Dissolved",0
"USGS-01184000",2017-10-24,2017-10-24 14:00:00,0.017,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01170100",2017-10-23,2017-10-23 18:10:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01184000",2017-10-18,2017-10-18 15:20:00,0.0388059,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01184000",2017-10-18,2017-10-18 15:20:00,0.039,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"21NYDECA_WQX-16011112",2013-10-28,2013-10-28 16:15:00,0.0016305,"mgLPO4-P","Orthophosphate",NA,NA,"Dissolved",0
"USGS-01193500",2017-10-27,2017-10-27 17:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01170100",2017-09-19,2017-09-19 14:10:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-09-06,2017-09-06 14:20:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-09-06,2017-09-06 14:20:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01208950",2017-07-07,2017-07-07 15:30:00,0.0283707,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01205500",2017-10-05,2017-10-05 18:00:00,0.0127179,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01170006",2020-06-16,2020-06-16 16:00:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01170006",2020-06-16,2020-06-16 16:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01198125",2017-04-12,2017-04-12 18:00:00,0.006522,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01198125",2017-04-12,2017-04-12 18:00:00,0.007,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01201487",2017-05-17,2017-05-17 17:30:00,0.044,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01118500",2017-06-28,2017-06-28 18:30:00,0.0192399,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01118500",2017-06-28,2017-06-28 18:30:00,0.019,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01127500",2020-10-01,2020-10-01 13:15:00,0.017,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01198125",2017-06-22,2017-06-22 14:30:00,0.0192399,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01170100",2017-04-24,2017-04-24 13:20:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01170100",2017-04-24,2017-04-24 13:20:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01195100",2017-07-21,2017-07-21 13:30:00,0.008,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01118500",2017-08-30,2017-08-30 16:30:00,0.0290229,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01118500",2017-08-30,2017-08-30 16:30:00,0.029,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01166500",2020-08-18,2020-08-18 13:45:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01166500",2020-08-18,2020-08-18 13:45:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01208049",2020-09-14,2020-09-14 12:00:00,0.0081525,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208049",2020-09-14,2020-09-14 12:00:00,0.008,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01188000",2017-05-04,2017-05-04 15:15:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01188000",2017-05-04,2017-05-04 15:15:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01184000",2017-08-22,2017-08-22 14:30:00,0.0114135,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208950",2020-08-03,2020-08-03 16:15:00,0.0436974,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"21NYDECA_WQX-16011112",2013-04-22,2013-04-22 14:30:00,0.0016305,"mgLPO4-P","Orthophosphate",NA,NA,"Dissolved",0
"USGS-01208950",2020-08-03,2020-08-03 16:15:00,0.044,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01198125",2017-08-21,2017-08-21 14:00:00,0.0153267,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01189030",2017-10-12,2017-10-12 14:30:00,0.469584,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01189030",2017-10-12,2017-10-12 14:30:00,0.471,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01170100",2017-07-05,2017-07-05 14:30:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-07-05,2017-07-05 14:30:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01184490",2017-08-10,2017-08-10 12:15:00,0.081,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01189995",2017-06-15,2017-06-15 16:50:00,0.0600024,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01189995",2017-06-15,2017-06-15 16:50:00,0.06,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",1
"USGS-01161280",2017-04-28,2017-04-28 13:56:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01205500",2020-08-25,2020-08-25 14:30:00,0.0045654,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01205500",2020-08-25,2020-08-25 14:30:00,0.005,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01192500",2017-10-26,2017-10-26 16:15:00,0.1089174,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01192500",2017-10-26,2017-10-26 16:15:00,0.109,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01192050",2020-09-21,2020-09-21 12:45:00,0.0110874,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01208873",2017-09-01,2017-09-01 12:15:00,0.0573936,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-011230695",2017-06-09,2017-06-09 14:15:00,0.0061959,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01200600",2020-09-16,2020-09-16 14:00:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01118700",2020-08-04,2020-08-04 15:30:00,0.0061959,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01118700",2020-08-04,2020-08-04 15:30:00,0.006,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01127500",2020-08-06,2020-08-06 18:00:00,0.021,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01174575",1985-10-08,1985-10-08 17:30:00,0.0101091,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01174575",1985-10-08,1985-10-08 17:30:00,0.01,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01208500",2020-09-14,2020-09-14 14:45:00,0.2289222,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208500",2020-09-14,2020-09-14 14:45:00,0.229,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01208950",2020-09-02,2020-09-02 15:15:00,0.0316317,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01208950",2020-09-02,2020-09-02 15:15:00,0.032,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01198125",2020-10-14,2020-10-14 12:30:00,0.0114135,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01198125",2020-10-14,2020-10-14 12:30:00,0.012,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01183610",2020-08-17,2020-08-17 18:00:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01122610",2018-06-21,2018-06-21 18:15:00,0.0189138,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01127000",2017-06-05,2017-06-05 13:45:00,0.0058698,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01127000",2017-06-05,2017-06-05 13:45:00,0.006,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01127000",2017-07-11,2017-07-11 13:45:00,0.0153267,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01127000",2017-07-11,2017-07-11 13:45:00,0.015,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01161280",2017-06-13,2017-06-13 13:56:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01118500",2017-07-25,2017-07-25 19:15:00,0.031,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01127500",2017-09-15,2017-09-15 16:15:00,0.0107613,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01127500",2017-09-15,2017-09-15 16:15:00,0.011,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01196500",2017-09-19,2017-09-19 13:30:00,0.066,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01161280",2017-05-30,2017-05-30 14:27:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01161280",2017-05-30,2017-05-30 14:27:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01209710",2017-09-05,2017-09-05 16:10:00,0.0140223,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01209710",2017-09-05,2017-09-05 16:10:00,0.014,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01161280",2017-06-13,2017-06-13 13:59:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01161280",2017-06-13,2017-06-13 13:59:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01184000",2017-05-23,2017-05-23 14:10:00,0.0084786,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",1
"USGS-01184000",2017-05-23,2017-05-23 14:10:00,0.009,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",1
"21NYDECA_WQX-16011112",2013-05-20,2013-05-20 13:50:00,0.0016305,"mgLPO4-P","Orthophosphate",NA,NA,"Dissolved",0
"USGS-01161280",2017-06-13,2017-06-13 13:58:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01161280",2017-06-13,2017-06-13 13:58:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01196500",2017-08-03,2017-08-03 14:00:00,0.059,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:58:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01127000",2017-10-11,2017-10-11 15:30:00,0.006522,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01127000",2017-10-11,2017-10-11 15:30:00,0.007,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01192704",2020-07-23,2020-07-23 13:30:00,0.0785901,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01192704",2020-07-23,2020-07-23 13:30:00,0.079,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01193500",2017-06-16,2017-06-16 12:45:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01193500",2017-06-16,2017-06-16 12:45:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:59:00,0.0081525,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:59:00,0.008,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01188000",2017-10-12,2017-10-12 12:45:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-04-12,2017-04-12 12:50:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01170100",2017-04-12,2017-04-12 12:50:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01125100",2020-07-15,2020-07-15 15:30:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01209710",2017-10-17,2017-10-17 15:20:00,0.0238053,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01193500",2017-08-03,2017-08-03 16:15:00,0.0048915,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01193500",2017-08-03,2017-08-03 16:15:00,0.005,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01118500",1985-08-15,1985-08-15 13:00:00,0.01,"mgLPO4-P","Orthophosphate","70507",TRUE,"Total",1
"USGS-01118500",2012-07-19,2012-07-19 15:30:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01118500",2012-07-19,2012-07-19 15:30:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01161280",2017-11-01,2017-11-01 17:15:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",0
"USGS-01161280",2017-11-01,2017-11-01 17:15:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",0
"USGS-01170490",2005-08-02,2005-08-02 12:30:00,0.0140223,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01170490",2005-08-02,2005-08-02 12:30:00,0.014,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01198125",2017-07-26,2017-07-26 14:00:00,0.0084786,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01198125",2017-07-26,2017-07-26 14:00:00,0.009,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01203000",2017-09-11,2017-09-11 13:15:00,0.0088047,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-011230695",2017-08-11,2017-08-11 13:00:00,0.0123918,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-011230695",2017-08-11,2017-08-11 13:00:00,0.012,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01208873",2017-07-07,2017-07-07 13:45:00,0.0221748,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01209500",2020-10-30,2020-10-30 17:30:00,0.0166311,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01209500",2020-10-30,2020-10-30 17:30:00,0.017,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01209710",2020-09-28,2020-09-28 14:30:00,0.0039132,"mgLPO4-P","Orthophosphate","00660",TRUE,"Dissolved",1
"USGS-01209710",2020-09-28,2020-09-28 14:30:00,0.004,"mgLPO4-P","Orthophosphate","00671",TRUE,"Dissolved",1
"USGS-01209500",2020-07-02,2020-07-02 17:00:00,0.0211965,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-011230695",2017-09-15,2017-09-15 14:00:00,0.0107613,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-011230695",2017-09-15,2017-09-15 14:00:00,0.011,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
"USGS-01184490",2017-10-31,2017-10-31 14:00:00,0.329361,"mgLPO4-P","Orthophosphate","00660",NA,"Dissolved",0
"USGS-01184490",2017-10-31,2017-10-31 14:00:00,0.33,"mgLPO4-P","Orthophosphate","00671",NA,"Dissolved",0
