"site_id","Date","DateTime","Value","Unit","CharacteristicName","USGSPCode","Result_ND","ResultSampleFractionText","BaseflowConditions"
"USGS-01187850",1999-08-14,1999-08-14 23:00:00,0.164897221594759,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01187800",2000-03-28,2000-03-28 06:30:00,0.129,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01187800",2000-03-28,2000-03-28 06:30:00,0.128981251411791,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208500",2020-05-26,2020-05-26 15:00:00,0.709,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01208990",2020-05-27,2020-05-27 12:30:00,0.187,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208990",2020-05-27,2020-05-27 12:30:00,0.187034108877344,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01127500",2020-05-04,2020-05-04 13:30:00,0.322,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208990",2020-08-25,2020-08-25 13:00:00,0.173,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208990",2020-08-25,2020-08-25 13:00:00,0.172577366162187,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01189995",2020-03-19,2020-03-19 13:15:00,0.621,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01189995",2020-03-19,2020-03-19 13:15:00,0.621188163541902,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01201487",2020-05-28,2020-05-28 17:15:00,0.717,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01176205",2020-09-11,2020-09-11 15:45:00,0.0829003840072284,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01183610",2020-10-23,2020-10-23 15:45:00,0.417,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01183610",2020-10-23,2020-10-23 15:45:00,0.417890219110007,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01134500",2005-07-07,2005-07-07 16:15:00,0.033,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184000",2020-05-28,2020-05-28 12:00:00,0.358,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01184000",2020-05-28,2020-05-28 12:00:00,0.359159701829682,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01161280",2020-06-23,2020-06-23 14:15:00,0.19674723288909,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01118500",2014-08-27,2014-08-27 16:00:00,0.736390332053309,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01119375",2020-03-10,2020-03-10 18:45:00,0.316241246894059,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01177000",2020-10-23,2020-10-23 13:00:00,0.185,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01177000",2020-10-23,2020-10-23 13:00:00,0.1847752428281,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118030",2020-05-06,2020-05-06 14:00:00,0.151,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01118030",2020-05-06,2020-05-06 14:00:00,0.150666365484527,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170100",2017-07-19,2017-07-19 13:10:00,0.038,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01170100",2017-07-19,2017-07-19 13:10:00,0.0384007228371358,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01124000",2017-05-16,2017-05-16 14:00:00,0.101,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01124000",2017-05-16,2017-05-16 14:00:00,0.101197199006099,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01195100",2017-10-27,2017-10-27 14:15:00,0.039,"mgLNO3-N","Nitrate","00618",TRUE,"Dissolved",0
"USGS-01195100",2017-10-27,2017-10-27 14:15:00,0.0388524960469844,"mgLNO3-N","Nitrate","71851",TRUE,"Dissolved",0
"USGS-01125100",2017-05-16,2017-05-16 16:00:00,0.201,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192500",2017-07-10,2017-07-10 15:00:00,1.95,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01188000",2017-09-21,2017-09-21 16:00:00,0.214592274678112,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208873",2017-05-03,2017-05-03 17:00:00,2.24,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208873",2017-05-03,2017-05-03 17:00:00,2.2340185227016,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01198125",1995-09-11,1995-09-11 14:30:00,0.758978992545742,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01135500",2005-06-14,2005-06-14 19:45:00,0.183,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184490",2017-06-08,2017-06-08 16:15:00,2.89,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184490",2017-06-08,2017-06-08 16:15:00,2.8913485430314,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01196500",2017-07-06,2017-07-06 12:45:00,0.953,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01170100",2017-03-13,2017-03-13 15:30:00,0.150666365484527,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01184000",2017-10-24,2017-10-24 14:00:00,0.284617122204653,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170100",2017-10-23,2017-10-23 18:10:00,0.01,"mgLNO3-N","Nitrate","00618",TRUE,"Dissolved",0
"USGS-01170100",2017-10-23,2017-10-23 18:10:00,0.00993901061667043,"mgLNO3-N","Nitrate","71851",TRUE,"Dissolved",0
"USGS-01193500",2017-10-27,2017-10-27 17:00:00,0.094,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208990",2018-03-26,2018-03-26 19:30:00,0.215495821097809,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01170100",2017-09-19,2017-09-19 14:10:00,0.01,"mgLNO3-N","Nitrate","00618",TRUE,"Dissolved",0
"USGS-01170100",2017-09-19,2017-09-19 14:10:00,0.00993901061667043,"mgLNO3-N","Nitrate","71851",TRUE,"Dissolved",0
"USGS-01208950",2017-07-07,2017-07-07 15:30:00,0.85385136661396,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01205500",2017-10-05,2017-10-05 18:00:00,0.203,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01205500",2017-10-05,2017-10-05 18:00:00,0.203072057826971,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170006",2020-06-16,2020-06-16 16:00:00,0.051,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01198125",2017-04-12,2017-04-12 18:00:00,0.269,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01201487",2017-05-17,2017-05-17 17:30:00,0.542,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01201487",2017-05-17,2017-05-17 17:30:00,0.542127851818387,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2017-06-28,2017-06-28 18:30:00,0.361,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192704",2020-08-20,2020-08-20 16:00:00,0.499209396882765,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01127500",2020-10-01,2020-10-01 13:15:00,0.143437994126948,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01198125",2017-06-22,2017-06-22 14:30:00,0.417,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01198125",2017-06-22,2017-06-22 14:30:00,0.417890219110007,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170100",2017-04-24,2017-04-24 13:20:00,0.058,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01170100",2017-04-24,2017-04-24 13:20:00,0.0582787440704766,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01195100",2017-07-21,2017-07-21 13:30:00,0.246216399367518,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2017-08-30,2017-08-30 16:30:00,0.802,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01166500",2020-08-18,2020-08-18 13:45:00,0.573751976507793,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208049",2020-09-14,2020-09-14 12:00:00,0.599,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01188000",2017-05-04,2017-05-04 15:15:00,0.151,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184000",2017-08-22,2017-08-22 14:30:00,0.305,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184490",2017-09-28,2017-09-28 13:15:00,4.15,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184490",2017-09-28,2017-09-28 13:15:00,4.15631353060764,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01198125",2017-08-21,2017-08-21 14:00:00,0.612152699344929,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01189030",2017-10-12,2017-10-12 14:30:00,2.47,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01170100",2017-07-05,2017-07-05 14:30:00,0.019,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184490",2017-08-10,2017-08-10 12:15:00,3.77230630223628,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01189995",2017-06-15,2017-06-15 16:50:00,0.377,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01189995",2017-06-15,2017-06-15 16:50:00,0.377230630223628,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01161280",2017-04-28,2017-04-28 13:56:00,0.166252541224305,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01193500",2020-07-14,2020-07-14 12:45:00,0.232663203072058,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01205500",2020-08-25,2020-08-25 14:30:00,0.132,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192500",2017-10-26,2017-10-26 16:15:00,0.699,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192500",2017-10-26,2017-10-26 16:15:00,0.697989609216173,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208873",2017-09-01,2017-09-01 12:15:00,1.89,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208873",2017-09-01,2017-09-01 12:15:00,1.88615315111814,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-011230695",2017-06-09,2017-06-09 14:15:00,0.238,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-011230695",2017-06-09,2017-06-09 14:15:00,0.239439801219788,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01200600",2020-09-16,2020-09-16 14:00:00,0.149085159250056,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01127500",2020-08-06,2020-08-06 18:00:00,0.256,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01127500",2020-08-06,2020-08-06 18:00:00,0.255251863564491,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01124000",2017-07-24,2017-07-24 12:30:00,0.284617122204653,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208500",2020-09-14,2020-09-14 14:45:00,1.13620962276937,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208950",2020-09-02,2020-09-02 15:15:00,0.352383103681952,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01198125",2020-10-14,2020-10-14 12:30:00,0.648,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01198125",2020-10-14,2020-10-14 12:30:00,0.648294556132821,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01183610",2020-08-17,2020-08-17 18:00:00,0.727354867856336,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01122610",2018-06-21,2018-06-21 18:15:00,0.40659588886379,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2012-04-26,2012-04-26 14:45:00,0.131,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01127000",2017-06-05,2017-06-05 13:45:00,0.368195166026655,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01127000",2017-07-11,2017-07-11 13:45:00,0.3,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01161280",2017-06-13,2017-06-13 13:56:00,0.145,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01161280",2017-06-13,2017-06-13 13:56:00,0.145470973571267,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01140598",1981-06-11,1981-06-11 14:45:00,0.170092613508019,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2017-07-25,2017-07-25 19:15:00,0.565,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01193500",2017-05-18,2017-05-18 13:00:00,0.071,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01127500",2017-09-15,2017-09-15 16:15:00,0.381,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01127500",2017-09-15,2017-09-15 16:15:00,0.381748362322114,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01196500",2017-09-19,2017-09-19 13:30:00,0.983,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01161280",2017-05-30,2017-05-30 14:27:00,0.13,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01161280",2017-05-30,2017-05-30 14:27:00,0.129884797831489,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01209710",2017-09-05,2017-09-05 16:10:00,0.437,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01209710",2017-09-05,2017-09-05 16:10:00,0.438220013553196,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01161280",2017-06-13,2017-06-13 13:59:00,0.217302913937204,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01137500",1995-05-08,1995-05-08 15:15:00,0.11,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01170100",2020-07-16,2020-07-16 15:00:00,0.023,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01184000",2017-05-23,2017-05-23 14:10:00,0.194,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01161280",2017-06-13,2017-06-13 13:58:00,0.147,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01161280",2017-06-13,2017-06-13 13:58:00,0.147052179805738,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01125100",2020-08-12,2020-08-12 15:15:00,2.09848655974701,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01196500",2017-08-03,2017-08-03 14:00:00,1.03,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01196500",2017-08-03,2017-08-03 14:00:00,1.02552518635645,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:58:00,0.142082674497402,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01127000",2017-10-11,2017-10-11 15:30:00,0.295,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01127000",2017-10-11,2017-10-11 15:30:00,0.29591145245087,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01192704",2020-07-23,2020-07-23 13:30:00,0.6,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01193500",2017-06-16,2017-06-16 12:45:00,0.199,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:59:00,0.145,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01161280",2017-05-12,2017-05-12 13:59:00,0.145019200361419,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01125100",2020-07-15,2020-07-15 15:30:00,1.38,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01209710",2017-10-17,2017-10-17 15:20:00,0.42,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01209710",2017-10-17,2017-10-17 15:20:00,0.42014908515925,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2012-07-19,2012-07-19 15:30:00,0.477,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01118500",2012-07-19,2012-07-19 15:30:00,0.476620736390332,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01161280",2017-11-01,2017-11-01 17:15:00,0.108425570363677,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170490",2005-08-02,2005-08-02 12:30:00,0.4,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01198125",2017-07-26,2017-07-26 14:00:00,0.677,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01198125",2017-07-26,2017-07-26 14:00:00,0.677659814772984,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01203000",2017-09-11,2017-09-11 13:15:00,0.04,"mgLNO3-N","Nitrate","00618",TRUE,"Dissolved",0
"USGS-01203000",2017-09-11,2017-09-11 13:15:00,0.0399819290716061,"mgLNO3-N","Nitrate","71851",TRUE,"Dissolved",0
"USGS-011230695",2017-08-11,2017-08-11 13:00:00,0.246,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-011230695",2017-08-11,2017-08-11 13:00:00,0.246216399367518,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208873",2017-07-07,2017-07-07 13:45:00,2.39,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208873",2017-07-07,2017-07-07 13:45:00,2.39439801219788,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01209500",2020-10-30,2020-10-30 17:30:00,0.249,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01209500",2020-10-30,2020-10-30 17:30:00,0.248475265416761,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01195100",2020-07-07,2020-07-07 13:00:00,0.236,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01195100",2020-07-07,2020-07-07 13:00:00,0.237180935170544,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01209500",2020-07-02,2020-07-02 17:00:00,0.472,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01209500",2020-07-02,2020-07-02 17:00:00,0.472103004291845,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-011230695",2017-09-15,2017-09-15 14:00:00,0.372712898125141,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01192050",2017-09-25,2017-09-25 19:15:00,1.16,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192050",2017-09-25,2017-09-25 19:15:00,1.16105714931105,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01184490",2017-10-31,2017-10-31 14:00:00,1.42082674497402,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01184490",2020-07-23,2020-07-23 17:00:00,3.74971764174385,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01170006",2020-07-20,2020-07-20 14:30:00,0.0566975378360063,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01208950",2017-06-02,2017-06-02 14:30:00,0.81,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208950",2017-06-02,2017-06-02 14:30:00,0.810932911678337,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01200600",2020-07-27,2020-07-27 14:30:00,0.197,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01200600",2020-07-27,2020-07-27 14:30:00,0.197199006098938,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01193500",2017-09-20,2017-09-20 13:30:00,0.118,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01193500",2017-09-20,2017-09-20 13:30:00,0.117912807770499,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01135300",1995-05-09,1995-05-09 13:00:00,0.320758978992546,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01208049",2020-05-26,2020-05-26 17:45:00,0.353,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01208049",2020-05-26,2020-05-26 17:45:00,0.352383103681952,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",1
"USGS-01196500",2020-08-17,2020-08-17 15:30:00,0.5,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01196500",2020-08-17,2020-08-17 15:30:00,0.499209396882765,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01205500",2017-06-26,2017-06-26 14:00:00,0.262,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01192704",2020-06-23,2020-06-23 13:30:00,0.745,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",1
"USGS-01125100",2017-07-24,2017-07-24 13:45:00,0.463,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01125100",2017-07-24,2017-07-24 13:45:00,0.463067540094872,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01208950",2017-08-04,2017-08-04 16:45:00,0.82,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
"USGS-01208950",2017-08-04,2017-08-04 16:45:00,0.819968375875311,"mgLNO3-N","Nitrate","71851",NA,"Dissolved",0
"USGS-01118500",2020-07-30,2020-07-30 18:30:00,0.672,"mgLNO3-N","Nitrate","00618",NA,"Dissolved",0
